country_iso3,country_name,country_group,year,metric,unit,value
CHN,China,PARTNER,2016,gdp_current_usd,USD,11456024084962.0
CHN,China,PARTNER,2016,gdp_per_capita_usd,USD,8254.86859320357
CHN,China,PARTNER,2016,population,persons,1387790000.0
CHN,China,PARTNER,2016,trade_pct_gdp,% of GDP,36.177170692978
CHN,China,PARTNER,2017,fdi_net_inflow_usd,USD,166083755721.648
CHN,China,PARTNER,2017,gdp_constant_2015_usd,USD constant 2015,12875216222853.4
CHN,China,PARTNER,2017,gdp_current_usd,USD,12537559062282.9
CHN,China,PARTNER,2017,gdp_per_capita_usd,USD,8979.67652709856
CHN,China,PARTNER,2017,population,persons,1396215000.0
CHN,China,PARTNER,2017,trade_pct_gdp,% of GDP,36.95085261586
CHN,China,PARTNER,2018,fdi_net_inflow_usd,USD,235365050036.341
CHN,China,PARTNER,2018,gdp_constant_2015_usd,USD constant 2015,13745158275136.7
CHN,China,PARTNER,2018,gdp_current_usd,USD,14147765772963.8
CHN,China,PARTNER,2018,gdp_per_capita_usd,USD,10085.6638148819
CHN,China,PARTNER,2018,population,persons,1402760000.0
CHN,China,PARTNER,2018,trade_pct_gdp,% of GDP,36.8943843914718
CHN,China,PARTNER,2019,fdi_net_inflow_usd,USD,187169822364.755
CHN,China,PARTNER,2019,gdp_constant_2015_usd,USD constant 2015,14579283528148.4
CHN,China,PARTNER,2019,gdp_current_usd,USD,14560167101283.4
CHN,China,PARTNER,2019,gdp_per_capita_usd,USD,10342.9009524335
CHN,China,PARTNER,2019,population,persons,1407745000.0
CHN,China,PARTNER,2019,trade_pct_gdp,% of GDP,35.1994202738836
CHN,China,PARTNER,2020,fdi_net_inflow_usd,USD,253095616058.58
CHN,China,PARTNER,2020,gdp_constant_2015_usd,USD constant 2015,14920466234565.3
CHN,China,PARTNER,2020,gdp_current_usd,USD,14996414166715.1
CHN,China,PARTNER,2020,gdp_per_capita_usd,USD,10627.4637989619
CHN,China,PARTNER,2020,population,persons,1411100000.0
CHN,China,PARTNER,2020,trade_pct_gdp,% of GDP,34.0389507864581
CHN,China,PARTNER,2021,fdi_net_inflow_usd,USD,344074977062.48
CHN,China,PARTNER,2021,gdp_constant_2015_usd,USD constant 2015,16199162892908.6
CHN,China,PARTNER,2021,gdp_current_usd,USD,18201698719564.0
CHN,China,PARTNER,2021,gdp_per_capita_usd,USD,12887.4357242941
CHN,China,PARTNER,2021,population,persons,1412360000.0
CHN,China,PARTNER,2021,trade_pct_gdp,% of GDP,36.5206911762676
CHN,China,PARTNER,2022,fdi_net_inflow_usd,USD,190203789092.51
CHN,China,PARTNER,2022,gdp_constant_2015_usd,USD constant 2015,16706875253648.5
CHN,China,PARTNER,2022,gdp_current_usd,USD,18316765021690.2
CHN,China,PARTNER,2022,gdp_per_capita_usd,USD,12970.6056414327
CHN,China,PARTNER,2022,population,persons,1412175000.0
CHN,China,PARTNER,2022,trade_pct_gdp,% of GDP,37.440719876366
CHN,China,PARTNER,2023,fdi_net_inflow_usd,USD,51338076801.59
CHN,China,PARTNER,2023,gdp_constant_2015_usd,USD constant 2015,17611526369126.6
CHN,China,PARTNER,2023,gdp_current_usd,USD,18270356654533.2
CHN,China,PARTNER,2023,gdp_per_capita_usd,USD,12951.1782397043
CHN,China,PARTNER,2023,population,persons,1410710000.0
CHN,China,PARTNER,2023,trade_pct_gdp,% of GDP,36.1051923691138
CHN,China,PARTNER,2024,fdi_net_inflow_usd,USD,18556141172.84
CHN,China,PARTNER,2024,gdp_constant_2015_usd,USD constant 2015,18488114837769.3
CHN,China,PARTNER,2024,gdp_current_usd,USD,18743803170827.2
CHN,China,PARTNER,2024,gdp_per_capita_usd,USD,13303.1481543868
CHN,China,PARTNER,2024,population,persons,1408975000.0
CHN,China,PARTNER,2024,trade_pct_gdp,% of GDP,37.1984201388065
EUU,European Union,PARTNER,2000,fdi_net_inflow_usd,USD,634200506229.248
EUU,European Union,PARTNER,2000,gdp_constant_2015_usd,USD constant 2015,11319869909643.6
EUU,European Union,PARTNER,2000,gdp_current_usd,USD,7288481048952.25
EUU,European Union,PARTNER,2000,gdp_per_capita_usd,USD,16976.0452668705
EUU,European Union,PARTNER,2000,population,persons,429339162.0
EUU,European Union,PARTNER,2000,trade_pct_gdp,% of GDP,71.5705362040384
EUU,European Union,PARTNER,2001,fdi_net_inflow_usd,USD,366360079035.895
EUU,European Union,PARTNER,2001,gdp_constant_2015_usd,USD constant 2015,11564508558513.0
EUU,European Union,PARTNER,2001,gdp_current_usd,USD,7407615944962.45
EUU,European Union,PARTNER,2001,gdp_per_capita_usd,USD,17230.6480095869
EUU,European Union,PARTNER,2001,population,persons,429909307.0
EUU,European Union,PARTNER,2001,trade_pct_gdp,% of GDP,70.7299712766562
EUU,European Union,PARTNER,2002,fdi_net_inflow_usd,USD,295298465434.405
EUU,European Union,PARTNER,2002,gdp_constant_2015_usd,USD constant 2015,11691451596944.9
EUU,European Union,PARTNER,2002,gdp_current_usd,USD,8100430284893.67
EUU,European Union,PARTNER,2002,gdp_per_capita_usd,USD,18797.8116316074
EUU,European Union,PARTNER,2002,population,persons,430924112.0
EUU,European Union,PARTNER,2002,trade_pct_gdp,% of GDP,68.4361613375131
EUU,European Union,PARTNER,2003,fdi_net_inflow_usd,USD,293768597752.735
EUU,European Union,PARTNER,2003,gdp_constant_2015_usd,USD constant 2015,11800997102454.8
EUU,European Union,PARTNER,2003,gdp_current_usd,USD,9956860723577.65
EUU,European Union,PARTNER,2003,gdp_per_capita_usd,USD,23020.9558032659
EUU,European Union,PARTNER,2003,population,persons,432512916.0
EUU,European Union,PARTNER,2003,trade_pct_gdp,% of GDP,67.3582061795863
EUU,European Union,PARTNER,2004,fdi_net_inflow_usd,USD,314210792152.141
EUU,European Union,PARTNER,2004,gdp_constant_2015_usd,USD constant 2015,12107812246876.8
EUU,European Union,PARTNER,2004,gdp_current_usd,USD,11449101966447.2
EUU,European Union,PARTNER,2004,gdp_per_capita_usd,USD,26368.6780464333
EUU,European Union,PARTNER,2004,population,persons,434193248.0
EUU,European Union,PARTNER,2004,trade_pct_gdp,% of GDP,70.3968764065819
EUU,European Union,PARTNER,2005,fdi_net_inflow_usd,USD,732553887351.659
EUU,European Union,PARTNER,2005,gdp_constant_2015_usd,USD constant 2015,12347980270825.7
EUU,European Union,PARTNER,2005,gdp_current_usd,USD,11954349375612.0
EUU,European Union,PARTNER,2005,gdp_per_capita_usd,USD,27431.4991030834
EUU,European Union,PARTNER,2005,population,persons,435789139.0
EUU,European Union,PARTNER,2005,trade_pct_gdp,% of GDP,73.5521063042338
EUU,European Union,PARTNER,2006,fdi_net_inflow_usd,USD,914388369612.78
EUU,European Union,PARTNER,2006,gdp_constant_2015_usd,USD constant 2015,12788499501424.8
EUU,European Union,PARTNER,2006,gdp_current_usd,USD,12768357074578.4
EUU,European Union,PARTNER,2006,gdp_per_capita_usd,USD,29200.5809467343
EUU,European Union,PARTNER,2006,population,persons,437263803.0
EUU,European Union,PARTNER,2006,trade_pct_gdp,% of GDP,77.9839957210495
EUU,European Union,PARTNER,2007,fdi_net_inflow_usd,USD,1479575647574.99
