t,asean_country,partner_group,direction,trade_usd_thousands,trade_usd_millions
2010,MYS,CHN,partner_to_asean,22153914.06799995,22153.91406799995
2010,MYS,EU,asean_to_partner,20275828.382,20275.828382
2010,MYS,EU,partner_to_asean,13060891.059000002,13060.891059000001
2010,MYS,GBR,asean_to_partner,3251590.478999999,3251.590478999999
2010,MYS,GBR,partner_to_asean,1901011.7849999983,1901.0117849999983
2010,MYS,JPN,asean_to_partner,22203832.335000012,22203.832335000014
2010,MYS,JPN,partner_to_asean,20097673.048000008,20097.673048000008
2010,MYS,KOR,asean_to_partner,9423006.229000011,9423.006229000011
2010,MYS,KOR,partner_to_asean,8942265.354999999,8942.265354999998
2010,MYS,USA,asean_to_partner,25674252.43899999,25674.25243899999
2010,MYS,USA,partner_to_asean,14590551.070000006,14590.551070000005
2010,PHL,CHN,asean_to_partner,16219634.19,16219.634189999999
2010,PHL,CHN,partner_to_asean,11539128.808999997,11539.128808999996
2010,PHL,EU,asean_to_partner,5835967.238,5835.967238
2010,PHL,EU,partner_to_asean,3575729.5170000033,3575.7295170000034
2010,PHL,GBR,asean_to_partner,763554.5360000009,763.5545360000009
2010,PHL,GBR,partner_to_asean,408105.3829999998,408.1053829999998
2010,PHL,JPN,asean_to_partner,7505950.838,7505.950838000001
2010,PHL,JPN,partner_to_asean,10552387.336999994,10552.387336999995
2010,PHL,KOR,asean_to_partner,3488103.392000002,3488.103392000002
2010,PHL,KOR,partner_to_asean,5834980.435999983,5834.980435999983
2010,PHL,USA,asean_to_partner,8050457.188999995,8050.457188999994
2010,PHL,USA,partner_to_asean,6833756.564000006,6833.756564000006
2010,SGP,CHN,asean_to_partner,25446713.547999933,25446.713547999934
2010,SGP,CHN,partner_to_asean,31238276.230000008,31238.276230000007
2010,SGP,EU,asean_to_partner,18123299.424000006,18123.299424000004
2010,SGP,EU,partner_to_asean,26637093.616999995,26637.093616999995
2010,SGP,GBR,asean_to_partner,4956726.160999998,4956.726160999999
2010,SGP,GBR,partner_to_asean,5310156.491000011,5310.156491000011
2010,SGP,JPN,asean_to_partner,10625136.348999985,10625.136348999984
2010,SGP,JPN,partner_to_asean,24243688.930999972,24243.68893099997
2010,SGP,KOR,asean_to_partner,7943589.149000006,7943.589149000006
2010,SGP,KOR,partner_to_asean,16860347.703999996,16860.347703999996
2010,SGP,USA,asean_to_partner,16714988.641000023,16714.98864100002
2010,SGP,USA,partner_to_asean,31355161.00999995,31355.16100999995
2010,THA,CHN,asean_to_partner,30685176.488000028,30685.176488000026
